key,value,date,expansion
Data Breach,0.03326318250906115,2014-09-04,breach data steal hacker;hacker breach;hacker steal;data security breach;security breach;data leak;data breach;safety breach;password steal
Account Hijacking,0.9106161580731907,2014-09-05,unauthorized access;hack icloud account;facebook account hack;hack account
DDoS Activity,0.005436688881094353,2014-09-05,malicious activity;vulnerability exploit;botnet ddos;ddos;phishing attack;slow internet
Data Breach,0.016719279784870804,2014-09-05,security breach;data leak;data breach;hacker breach;information steal;hacker steal;steal identity
Account Hijacking,1.0,2014-09-06,hack account;hack acct;hack hayes account;hacker hack account;facebook account hack;someone hack account;hack hayes account someone
DDoS Activity,0.005962820063135742,2014-09-06,phishing attack;slow internet;ddos;vulnerability exploit;malicious activity
Data Breach,0.00292295101134105,2014-09-06,steal identity;hacker steal;security breach;data leak
Account Hijacking,0.9916988191277915,2014-09-07,icloud account hack;i hack account;hack account
DDoS Activity,0.004852098678826143,2014-09-07,slow internet;vulnerability exploit;ddos;malicious activity
Data Breach,0.010347246580147317,2014-09-07,hacker steal;steal identity;data security breach;security breach;data leak;data breach;#security breach
Account Hijacking,0.020168361978253245,2014-09-08,hack account;account hack
DDoS Activity,0.006722787326084415,2014-09-08,ddos;phishing attack;vulnerability exploit;slow internet;malicious activity
Data Breach,0.031334034841576056,2014-09-08,information steal;security breach;data leak;data breach;#protectthedata data breach;customer data breach;suspect customer data breach;hacker steal
Account Hijacking,0.01519934525897346,2014-09-09,hack account
DDoS Activity,0.008242721851981761,2014-09-09,phishing attack;vulnerability exploit;slow internet;ddos
Data Breach,0.04378580614988893,2014-09-09,target breach;hacker steal;security breach;data leak;data security breach;data breach;breach security;steal identity
Account Hijacking,0.011516426984683737,2014-09-10,hack account
DDoS Activity,0.007833508710394014,2014-09-10,slow internet;malicious activity;ddos;vulnerability exploit
Data Breach,0.03490003507541214,2014-09-10,hacker steal;icloud data breach;security breach;data leak;data breach;icloud security breach;password steal
Account Hijacking,0.025488132818893956,2014-09-11,unauthorized access;gmail account hack;hack account;hack acct;hack password;password hack;#gmail hack;gmail hack;gmail password hack;edgeworld hack
DDoS Activity,0.005728983982228458,2014-09-11,vulnerability exploit;slow internet;ddos;phishing attack;malicious activity
Data Breach,0.014380918975797966,2014-09-11,password steal;steal identity;hacker steal;gmail breach;hipaa breach;security breach;data leak;data breach;security breach gmail;data security breach;send password security breach
Account Hijacking,0.9491991114228926,2014-09-12,gmail account hack;hack account
DDoS Activity,0.005495147901321174,2014-09-12,slow internet;phishing attack;malicious activity;ddos
Data Breach,0.006781246346311236,2014-09-12,password steal;security breach #uknews;security breach;data leak;data breach;#security breach;hacker steal
Account Hijacking,0.07196305389921664,2014-09-13,acct hack;kelsey hack account;hack account;unauthorized access;hack account someone;someone hack;someone hack luke;someone hack luke account
DDoS Activity,0.0056120659417748155,2014-09-13,ddos;vulnerability exploit;slow internet;malicious activity
Data Breach,0.005553606921547995,2014-09-13,security breach;data leak;data breach;hacker steal;information steal;privacy breach
Account Hijacking,0.9440547176429323,2014-09-14,gmail account hack;hack account
DDoS Activity,0.004618262597918859,2014-09-14,ddos;slow internet;malicious activity
Data Breach,0.003624459254062902,2014-09-14,hacker steal;steal identity;guideline breach;security breach;data leak;data breach
Account Hijacking,0.9776101952531275,2014-09-15,unauthorized access;gmail account hack;hack account
DDoS Activity,0.0065474102654039515,2014-09-15,slow internet;ddos;vulnerability exploit;network infiltrate
Data Breach,0.027300362445925406,2014-09-15,securo breach;hacker steal;steal identity;security breach;data leak;data breach;breach #security;security data breach;network security breach;password steal
Account Hijacking,0.012685607389220156,2014-09-16,hack account;unauthorized access
DDoS Activity,0.005670524962001637,2014-09-16,network infiltrate;phishing attack;malicious activity;ddos;slow internet
Data Breach,0.01104875482286917,2014-09-16,information steal;hacker steal;icloud security breach;security breach;data leak;data breach;data security breach
Account Hijacking,0.010405705600374137,2014-09-17,unauthorized access;hack account
DDoS Activity,0.007482754589033087,2014-09-17,phishing attack;malicious activity;gbps ddos;snmp ddos;ddos;slow internet;vulnerability exploit
Data Breach,0.007833508710394014,2014-09-17,hacker steal;security data breach;security breach;data leak;data breach;steal identity;#hacker breach;information steal
Account Hijacking,0.00993803343855957,2014-09-18,hack account
DDoS Activity,0.006898164386764878,2014-09-18,slow internet;phishing attack;gbps ddos;ddos;vulnerability exploit
Data Breach,0.03314626446860751,2014-09-18,password steal;hacker steal;information steal;security breach;data leak;data breach;payment data breach
Account Hijacking,0.017362329007365836,2014-09-19,matt hack account;matt hack;hack account
DDoS Activity,0.0052028528001870685,2014-09-19,phishing attack;vulnerability exploit;malicious activity;gbps ddos;ddos;slow internet
Data Breach,0.015316263299427101,2014-09-19,steal identity;security breach;data leak;breach data;#data breach;security breach gmail;data breach;information steal;hacker steal;privacy breach
Account Hijacking,0.010347246580147317,2014-09-20,hack account
DDoS Activity,0.010405705600374137,2014-09-20,slow internet;vulnerability exploit;malicious activity;ddos hacker;ddos
Data Breach,0.21325850578744301,2014-09-20,security breach;data leak;data breach;white house security breach;hacker steal;steal identity;information steal
Account Hijacking,0.01397170583421022,2014-09-21,hack account
DDoS Activity,0.00467672161814568,2014-09-21,vulnerability exploit;slow internet;ddos;malicious activity
Data Breach,0.21419385011107214,2014-09-21,security breach;data leak;breach data;security data breach;#cpcueropornoqrafico security breach;white house security breach;steal identity;hacker steal;information steal
Account Hijacking,0.01397170583421022,2014-09-22,hack account
DDoS Activity,0.008885771074476792,2014-09-22,vulnerability exploit;malicious activity;slow internet;ddos
Data Breach,0.233836080907284,2014-09-22,security breach;data leak;data breach;viator data breach;security breach white house;house security breach huge white;house security breach house security breach;hacker steal;hacker breach;steal identity
Account Hijacking,0.010931836782415527,2014-09-23,hack account
DDoS Activity,0.008242721851981761,2014-09-23,malicious activity;ddos;slow internet
Data Breach,0.1611715187653455,2014-09-23,security breach;data leak;data breach;viator data breach;breach #homedepot data;ithemes suffers security breach;white house security breach;steal identity;hacker steal;information steal
Account Hijacking,0.015550099380334385,2014-09-24,hack account;unauthorized access
DDoS Activity,0.008944230094703612,2014-09-24,vulnerability exploit;slow internet;malicious activity;ddos;phishing attack
Data Breach,0.07003390623173156,2014-09-24,password steal;steal identity;security breach;data leak;data breach;security breach data;viator data breach;ithemes security breach;jimmy john data breach;ithemes suffers security breach;jimmy john security breach;tripadvisor data breach;information steal;hacker steal;jimmy john confirms security breach;confirms breach
Account Hijacking,0.00999649245878639,2014-09-25,hack account;unauthorized access
DDoS Activity,0.009645738337425465,2014-09-25,phishing attack;slow internet;ddos;vulnerability exploit
Data Breach,0.05278849526481936,2014-09-25,security breach;data leak;data breach;data security breach;reported security breach;jimmy john data breach;jimmy john security breach;jimmy john data security breach;hacker steal;password steal;information steal
Account Hijacking,0.010639541681281423,2014-09-26,unauthorized access;hack account
DDoS Activity,0.007132000467672162,2014-09-26,ddos;slow internet;vulnerability exploit;phishing attack
Data Breach,0.005962820063135742,2014-09-26,steal identity;security breach;data leak;data breach;hacker steal
Account Hijacking,0.010873377762188706,2014-09-27,hack account
DDoS Activity,0.0052028528001870685,2014-09-27,vulnerability exploit;ddos;slow internet
Data Breach,0.008242721851981761,2014-09-27,security breach;data leak;data breach;breach data security
Account Hijacking,0.010054951479013212,2014-09-28,hack account
DDoS Activity,0.008651934993569508,2014-09-28,gbit/s ddos;bloody ddos;ddos;slow internet;phishing attack
Data Breach,0.0687478077867415,2014-09-28,#aflgf security breach;white house security breach;security breach;data leak;data breach;hacker steal;information steal;privacy breach
Account Hijacking,0.15263650181222962,2014-09-29,bank account;unauthorized access;hack weibo account;jessica weibo account hack;hack account
DDoS Activity,0.014205541915117503,2014-09-29,ddos;malicious activity;phishing attack;vulnerability exploit;network infiltrate;slow internet
Data Breach,0.012451771308312872,2014-09-29,security breach;data leak;data breach;steal identity;hacker steal;information steal
Account Hijacking,0.01175026306559102,2014-09-30,hack account;unauthorized access
DDoS Activity,0.012451771308312872,2014-09-30,ddos;slow internet;network infiltrate;phishing attack;vulnerability exploit
Data Breach,0.33233952998947736,2014-09-30,privacy breach;steal identity;hacker steal;security breach;data leak;data breach;#security breach;wh security breach;#phone security breach;acme security breach;#whitehouse security breach;data breach acme;#security data breach;white house security breach;information steal
Account Hijacking,0.009879574418332749,2014-10-01,unauthorized access;hack account
DDoS Activity,0.0058459020226821,2014-10-01,malicious activity;vulnerability exploit;phishing attack;ddos;slow internet
Data Breach,0.17450017537706067,2014-10-01,information steal;hacker steal;steal identity;security breach;data leak;data breach;security breach house;data security breach;white house security breach
Account Hijacking,0.010814918741961884,2014-10-02,hack account
DDoS Activity,0.006079738103589384,2014-10-02,slow internet;ddos;malicious activity;vulnerability exploit;phishing attack
Data Breach,0.06488951245177131,2014-10-02,steal identity;jpmorgan data breach;jpmorgan discovers second security breach;jpmorgan breach;hacker steal;chase data breach jpmorgan;chase breach;breach jpmorgan chase;information steal;security breach;data leak;data breach;#security breach;data security breach;breach disclose data
Account Hijacking,0.016134689582602595,2014-10-03,hack account;unauthorized access
DDoS Activity,0.00467672161814568,2014-10-03,slow internet;ddos
Data Breach,0.1545071904594879,2014-10-03,#jpmorgan data breach;jpmorgan security breach;jpmorgan breach;jpmorgan supersized data breach;jpmorgan data breach;steal identity;information steal;jpmorgan chase breach;breach jp morgan chase;chase data breach;chase security breach;jpmorgan chase data breach;jpmorgan chase security breach;chase security breach jp morgan;chase breach;security breach;data leak;data breach;presidential security breach;jp morgan data breach;breach j.p. morgan data;jpm chase security breach;security breach j.p. morgan jpm;jpm breach;hacker steal
Account Hijacking,0.008476557932889045,2014-10-04,unauthorized access;account hack;hack account;jp morgan account hack jp morgan account
DDoS Activity,0.003039869051794692,2014-10-04,vulnerability exploit;slow internet;ddos
Data Breach,0.03115865778089559,2014-10-04,hacker steal;information steal;jpmorgan data breach;jpmorgan breach;tracy morgan;steal identity;jp morgan data breach;jp morgan;j.p. morgan;jp morgan breach;reutersdeals jp morgan;jp morgan data;morgan data breach j.p.;eoin morgan;security breach;data leak;data breach
Account Hijacking,0.009528820296971822,2014-10-05,hack account
DDoS Activity,0.004852098678826143,2014-10-05,ddos;slow internet;malicious activity
Data Breach,0.004150590436104291,2014-10-05,steal identity;jpmorgan data breach;jpmorgan breach;hacker steal;acme data breach;security breach;data leak;data breach
Account Hijacking,0.00993803343855957,2014-10-06,hack account hacker;hack account;unauthorized access
DDoS Activity,0.004267508476557933,2014-10-06,slow internet;phishing attack;ddos;vulnerability exploit
Data Breach,0.02993101835613235,2014-10-06,jpmorgan data;jpmorgan data breach;information steal;hacker steal;security breach;data leak;data breach
Account Hijacking,0.008301180872208581,2014-10-07,hack account;unauthorized access
DDoS Activity,0.006079738103589384,2014-10-07,malicious activity;slow internet;vulnerability exploit;ddos
Data Breach,0.035192330176546244,2014-10-07,steal identity;jpmorgan breach;insider breach;information steal;cryptothrift suffers security breach;security breach;data leak;data breach;breach insider data;hacker steal
Account Hijacking,0.009587279317198643,2014-10-08,unauthorized access;hack account
DDoS Activity,0.005027475739506606,2014-10-08,ddos;malicious activity;slow internet
Data Breach,0.012217935227405588,2014-10-08,privacy breach;steal identity;mbia data breach;security breach;data leak;data breach;jpmorgan breach;safety breach;vic safety breach;hacker steal
Account Hijacking,0.009879574418332749,2014-10-09,hack account;unauthorized access
DDoS Activity,0.00701508242721852,2014-10-09,ddos;phishing attack;slow internet;vulnerability exploit
Data Breach,0.04589033087805448,2014-10-09,information steal;steal identity;mbia data breach;mbia breach;mbia data breach;sdn data breach;security breach bizjournals;data leak;security breach;data breach;jpmorgan data breach;jpmorgan data;hacker steal;jpm data;privacy breach
Account Hijacking,0.010171869519466853,2014-10-10,hack account;unauthorized access
DDoS Activity,0.006781246346311236,2014-10-10,kyxxe ddos;ddos;malicious activity;slow internet;vulnerability exploit;phishing attack
Data Breach,0.05682216766047001,2014-10-10,security breach;data leak;data breach;data security breach;dq data breach;security breach internet;malware breach;dairy queen data breach;breach dairy queen security;dairy queen;dairy queen breach;dairy queen confirms breach;dairy queen confirms data breach;dairy queen confirms security breach;dairy queen confirms;hacker steal
Account Hijacking,0.008593475973342687,2014-10-11,hack account
DDoS Activity,0.005962820063135742,2014-10-11,slow internet;ddos;vulnerability exploit;network infiltrate
Data Breach,0.034841576055185314,2014-10-11,dairy queen data breach;dairy queen report data breach;dairy queen;dairy queen breach;dairy queen confirms breach;privacy breach;hacker steal;reuters data breach;kmart data breach;security breach;data leak;data breach
Account Hijacking,0.05775751198409915,2014-10-12,unauthorized access;hack media account;hack account
DDoS Activity,0.004033672395650649,2014-10-12,slow internet;malicious activity;ddos;network infiltrate
Data Breach,0.023325149070501577,2014-10-12,password steal;protocol breach;hacker steal;#cybersecurity breach;security breach;data leak;data breach
Account Hijacking,0.007658131649713551,2014-10-13,hack account
DDoS Activity,0.004267508476557933,2014-10-13,vulnerability exploit;network infiltrate;slow internet;malicious activity;ddos
Data Breach,0.028352624810008185,2014-10-13,protocol breach;hacker steal;security breach;data leak;data breach;#security breach;kmart data breach;data breach #security;kmart security breach;steal identity
Account Hijacking,0.014790132117385713,2014-10-14,hack 7-million account;hack account;unauthorized access
DDoS Activity,0.00526131182041389,2014-10-14,vulnerability exploit;slow internet;ddos;malicious activity
Data Breach,0.041388986320589266,2014-10-14,password steal;hacker steal;information steal;steal identity;security breach;data leak;data breach;#security breach;security breach dropbox;dropbox data breach;dropbox blames security breach;protocol breach
Account Hijacking,0.009061148135157255,2014-10-15,hack account;unauthorized access
DDoS Activity,0.007424295568806267,2014-10-15,network infiltrate;vulnerability exploit;ddos;slow internet
Data Breach,0.012451771308312872,2014-10-15,hacker steal;steal identity;blames security breach;security breach;data leak;data breach;dropbox blames security breach;#dropbox breach;breach dropbox;information steal;protocol breach;#hipaa breach
Account Hijacking,0.009762656377879106,2014-10-16,account hack 7-million;hack account;unauthorized access
DDoS Activity,0.008593475973342687,2014-10-16,slow internet;malicious activity;ddos;vulnerability exploit
Data Breach,0.006781246346311236,2014-10-16,privacy breach;dropbox security breach;security breach;data leak;data breach;hacker steal
Account Hijacking,0.007716590669940372,2014-10-17,unauthorized access;hack account;account hack
DDoS Activity,0.009528820296971822,2014-10-17,slow internet;ddos;vulnerability exploit;malicious activity
Data Breach,0.022623640827779727,2014-10-17,hacker steal;steal identity;jpmorgan chase data breach;security breach;data leak;data breach;information steal;password steal
Account Hijacking,0.006488951245177131,2014-10-18,hack account
DDoS Activity,0.005085934759733427,2014-10-18,slow internet;vulnerability exploit;ddos
Data Breach,0.008768853034023149,2014-10-18,breach nauru data;security breach;data leak;breach security;data breach;password steal
Account Hijacking,0.12849292645855256,2014-10-19,hack twitter account;hack account;zach hack alex account;someone hack;hack acc someone;someone hack twitter;someone hack twitter account;someone hack account;unauthorized access
DDoS Activity,0.004033672395650649,2014-10-19,ddos someone;ddos;malicious activity;slow internet
Data Breach,0.002104524728165556,2014-10-19,information steal;hacker steal;security breach;data leak
Account Hijacking,0.10820764643984566,2014-10-20,hack gmail account;hack account
DDoS Activity,0.005027475739506606,2014-10-20,slow internet;malicious activity;ddos
Data Breach,0.006839705366538057,2014-10-20,information steal;hacker steal;password steal;security breach;data leak;data breach
Account Hijacking,0.00935344323629136,2014-10-21,hack account
DDoS Activity,0.005787443002455279,2014-10-21,mitigate ddos;ddos;vulnerability exploit;slow internet;malicious activity
Data Breach,0.171460306325266,2014-10-21,security breach;data leak;data breach;security breach data;data breach staples;breach card data;staples security breach;security breach chase;payment card data breach;credit card data breach;credit card security breach;payment card data security breach;fraud data breach credit card;information steal;steal identity;password steal;hacker steal
Account Hijacking,0.008476557932889045,2014-10-22,hack account
DDoS Activity,0.009587279317198643,2014-10-22,ddos;vulnerability exploit;phishing attack;slow internet
Data Breach,0.020694493160294633,2014-10-22,password steal;security breach;data leak;breach security;data breach;staples security breach;staples data breach;hacker steal;steal identity
Account Hijacking,0.01116567286332281,2014-10-23,account hack;hack acct;hack account;unauthorized access
DDoS Activity,0.006488951245177131,2014-10-23,slow internet;ddos;vulnerability exploit;network infiltrate
Data Breach,0.057289839822284576,2014-10-23,steal identity;security breach;internet data breach;data leak;staples data breach;data breach;hacker steal
Account Hijacking,0.135858763007132,2014-10-24,twitter account;sportsbook account;unauthorized access;hack account;fut account hack
DDoS Activity,0.006605869285630773,2014-10-24,ddos;slow internet;vulnerability exploit;network infiltrate
Data Breach,0.00467672161814568,2014-10-24,hacker steal;password steal;security breach;data leak;data breach
Account Hijacking,0.008359639892435402,2014-10-25,hack account;acct hack;unauthorized access
DDoS Activity,0.004267508476557933,2014-10-25,vulnerability exploit;malicious activity;ddos;slow internet
Data Breach,0.010814918741961884,2014-10-25,hacker steal;information steal;password steal;data security breach;security breach #microsoft;security breach;data leak;data breach
Account Hijacking,0.010347246580147317,2014-10-26,hack account;unauthorized access
DDoS Activity,0.00467672161814568,2014-10-26,slow internet;ddos
Data Breach,0.001929147667485093,2014-10-26,security breach;data leak;password steal
Account Hijacking,0.01408862387466386,2014-10-27,hack account;unauthorized access
DDoS Activity,0.0069566234069916985,2014-10-27,slow internet;malicious activity;network infiltrate;phishing attack;ddos;vulnerability exploit
Data Breach,0.016660820764643983,2014-10-27,privacy breach;data security breach;security breach;data leak;data breach;steal identity;protocol breach;password steal;hacker steal
Account Hijacking,0.23377762188705717,2014-10-28,unauthorized access;facebook account;hack twitter account;hack account;twitter acct hack;hack account;instagram account;mystate account;omogemura account;twitter account
DDoS Activity,0.005495147901321174,2014-10-28,ddos;vulnerability exploit;malicious activity;phishing attack;slow internet
Data Breach,0.009178066175610896,2014-10-28,hacker steal;security breach;data leak;data breach;#security breach;#security data breach;security breach cameron;steal identity;password steal
Account Hijacking,0.013562492692622472,2014-10-29,unauthorized access;hack account
DDoS Activity,0.006079738103589384,2014-10-29,network infiltrate;malicious activity;vulnerability exploit;ddos;slow internet
Data Breach,0.17935227405588683,2014-10-29,hacker steal;white house network breach;information steal;security breach;data leak;white house computer security breach;data breach;hacker breach;hacker breach network;hacker breach white house computer;hacker breach white house network;hacker breach white house computer network;white house cites breach hacker breach computer;hacker breached white house network hacker breach network;steal identity;password steal
Account Hijacking,0.010990295802642347,2014-10-30,unauthorized access;hack account
DDoS Activity,0.006664328305857594,2014-10-30,ddos;network infiltrate;slow internet;vulnerability exploit;malicious activity
